MSPt-12,MSPt-11,MSPt-10,MSPt-9,MSPt-8,MSPt-7,MSPt-6,MSPt-5,MSPt-4,MSPt-3,MSPt-2,MSPt-1,MSPt,MSPt+1
113.8036,221.8508,92.153,129.7116,118.3733,78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075
221.8508,92.153,129.7116,118.3733,78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582
92.153,129.7116,118.3733,78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015
129.7116,118.3733,78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446
118.3733,78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027
78.9473,73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546
73.7971,113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662
113.7801,219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326
219.6197,90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798
90.6809,131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094
131.8793,117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694
117.2075,78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039
78.6993,77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449
77.7075,104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726
104.6582,218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329
218.2015,89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567
89.3446,129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959
129.7027,117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055
117.2546,75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816
75.2662,74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104
74.8326,116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916
116.1798,215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017
215.1094,86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352
86.694,130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616
130.4039,115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481
115.8449,74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916
74.8726,75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219
75.7329,112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886
112.2567,211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139
211.8959,86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031
86.055,128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115
128.5816,114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417
114.6104,75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476
75.7916,74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942
74.5017,110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823
110.8352,210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744
210.4616,84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041
84.5481,126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409
126.916,114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793
114.5219,73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903
73.1886,76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988
76.7139,115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155
115.3031,210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944
210.115,83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724
83.3417,126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553
126.3476,112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628
112.2942,65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437
65.6823,74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882
74.0744,114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939
114.2041,210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841
210.6409,84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895
84.3793,126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196
126.1903,113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245
113.0988,67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679
67.0155,81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386
81.5944,108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135
108.7724,210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894
210.0553,85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838
85.6628,128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974
128.4437,115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061
115.3882,67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358
67.2939,88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251
88.2841,112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547
112.5895,214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177
214.7196,87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071
87.5245,132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724
132.679,117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222
117.7386,67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875
67.135,89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345
89.3894,114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187
114.9838,218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444
218.974,90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618
90.061,133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016
133.2358,120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527
120.4251,73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494
73.9547,85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279
85.6177,120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567
120.7071,224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075
224.6724,91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891
91.8222,134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999
134.3875,122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624
122.5345,77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976
77.8187,84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201
84.2444,122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776
122.2618,230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278
230.2016,92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553
92.7527,133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358
133.8494,123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235
123.7279,79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597
79.567,85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908
85.9075,120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389
120.0891,232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721
232.2999,91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776
91.2624,132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845
132.7976,122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88
122.9201,77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593
77.8776,85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321
85.9278,117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739
117.3553,224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554
224.5358,89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743
89.0235,131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625
131.597,119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236
119.3908,72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301
72.2389,88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995
88.2721,110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757
110.6776,219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218
219.6845,86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834
86.88,130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259
130.1593,117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693
117.0321,70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198
70.739,83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255
83.9554,110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046
110.7743,218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857
218.2625,87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064
87.4236,131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242
131.1301,116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093
116.0995,68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052
68.1757,81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667
81.7218,109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358
109.8834,219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696
219.7259,86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442
86.8693,131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714
131.8198,115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222
115.1255,69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402
69.046,71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291
71.6857,111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907
111.6064,218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6
218.242,86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45
86.4093,130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832
130.6052,113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455
113.667,71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586
71.3358,69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906
69.2696,106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124
106.1442,215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152
215.7714,87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287
87.3222,129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735
129.1402,115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768
115.1291,66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609
66.4907,78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171
78.6,113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338
113.45,216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506
216.2832,88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029
88.1455,128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578
128.0586,115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637
115.7906,67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635
67.8124,82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557
82.2152,112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171
112.2287,220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138
220.5735,90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182
90.5768,127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347
127.4609,116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434
116.3171,67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657
67.338,82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093
82.6506,109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398
109.3029,222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763
222.0578,91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961
91.1637,130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407
130.1635,117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135
117.6557,71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988
71.4171,80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454
80.0138,111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611
111.1182,223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129
