MSPt-12,MSPt-11,MSPt-10,MSPt-9,MSPt-8,MSPt-7,MSPt-6,MSPt-5,MSPt-4,MSPt-3,MSPt-2,MSPt-1,MSPt,MSPt+1
223.1347,93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401
93.2434,133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719
133.6657,120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014
120.0093,75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797
75.2398,76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677
76.9763,117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176
117.7961,228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211
228.2407,91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147
91.1135,132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409
132.988,121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037
121.6454,79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727
79.9611,79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073
79.129,118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615
118.4401,228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701
228.2719,89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949
89.8014,133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611
133.9797,121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971
121.4677,79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862
79.5176,76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142
76.9211,120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579
120.3147,226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853
226.2409,89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976
89.4037,133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886
133.0727,120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645
120.4073,80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672
80.2615,75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634
75.5701,117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181
117.8949,223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345
223.1611,89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075
89.8971,132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583
132.0862,118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718
118.7142,76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609
76.8579,73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762
73.2853,116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402
116.9976,223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011
223.7886,88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004
88.8645,127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287
127.6672,117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072
117.0634,76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029
76.0181,73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623
73.9345,112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673
112.1075,226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781
226.583,85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893
85.8718,126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253
126.3609,115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946
115.8762,72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595
72.9402,74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399
74.2011,109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586
109.3004,224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457
224.5287,84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555
84.3072,123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756
123.0029,114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976
114.2623,71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453
71.4673,71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839
71.6781,110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698
110.5893,220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988
220.8253,84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164
84.5946,125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2
125.6595,113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025
113.3399,73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264
73.3586,76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847
76.6457,98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364
98.9555,220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334
220.8756,87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093
87.5976,125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359
125.6453,114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024
114.0839,72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164
72.2698,73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308
73.2988,104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792
104.8164,222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942
222.2,90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567
90.5025,128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456
128.0264,116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291
116.2847,72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431
72.0364,76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285
76.2334,108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247
108.7093,227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935
227.3359,94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243
94.9024,130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836
130.8164,119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681
119.9308,77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291
77.6792,77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676
77.2942,111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203
111.5567,231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912
231.456,96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133
96.9291,134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527
134.5431,124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474
124.0285,81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795
81.8247,83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191
83.0935,116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387
116.3243,232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533
232.6836,96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643
96.8681,136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084
136.6291,124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215
124.5676,82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358
82.3203,83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233
83.8912,115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481
115.0133,232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069
232.2527,94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863
94.3474,136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775
136.2795,123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431
123.7191,82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716
82.3387,85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583
85.4533,111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805
111.643,230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462
230.0084,92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079
92.3215,134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207
134.2358,122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679
122.4233,81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343
81.481,83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691
83.1069,113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768
113.3863,227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338
227.4775,91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813
91.3431,131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934
131.7716,122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871
122.583,81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668
81.4805,87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599
87.3462,116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717
116.079,227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411
227.7207,89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993
89.5679,131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347
131.5343,121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501
121.3691,79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32
79.0768,80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065
80.6338,119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744
119.6813,226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493
226.6934,86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107
86.7871,129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503
129.6668,118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205
118.1599,78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116
78.7717,74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217
74.4411,112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582
112.5993,226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304
226.4347,86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059
86.4501,128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223
128.32,114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362
114.9065,70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982
70.5744,70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719
70.1493,107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494
107.5107,225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867
225.5503,86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384
86.5205,127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549
127.3116,114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096
114.2217,69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996
69.8582,71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316
71.0304,105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308
105.059,225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631
225.1223,86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0
86.9362,128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209
128.3982,111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337
111.8719,69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565
69.4494,72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123
72.7867,88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183
88.5384,229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802
229.6549,90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641
90.4096,129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839
129.1996,119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021
119.9316,76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325
76.8308,73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325,154.8209
73.5631,0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325,154.8209,0.0
0.0,251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325,154.8209,0.0,79.0651
251.4209,94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325,154.8209,0.0,79.0651,0.0
94.5337,131.4565,125.1123,83.1183,73.3802,116.7641,309.0839,87.9021,143.2325,154.8209,0.0,79.0651,0.0,
